Id,SalePrice
1655,134799.312500
1656,140014.812500
1657,148901.265625
1658,148662.234375
1659,123200.171875
1660,154317.390625
1661,386088.468750
1662,407047.593750
1663,336483.687500
1664,597234.812500
1665,312128.562500
1666,302915.218750
1667,330235.656250
1668,343523.031250
1669,332720.656250
1670,340409.781250
1671,263211.312500
1672,424669.718750
1673,300498.593750
1674,252732.234375
1675,197904.859375
1676,194875.828125
1677,209075.312500
1678,503103.437500
1679,404670.156250
1680,356223.562500
1681,237808.625000
1682,322213.718750
1683,197265.625000
1684,174695.109375
1685,173831.953125
1686,176106.859375
1687,164245.171875
1688,187774.140625
1689,192612.046875
1690,194337.734375
1691,183348.671875
1692,257049.468750
1693,173085.109375
1694,183471.437500
1695,167943.390625
1696,270732.281250
1697,168571.968750
1698,316327.343750
1699,357208.968750
1700,280301.312500
1701,258432.281250
1702,225492.953125
1703,226971.171875
1704,277305.062500
1705,231314.187500
1706,318198.968750
1707,224407.359375
1708,214186.265625
1709,269585.000000
1710,229402.703125
1711,295674.500000
1712,257744.875000
1713,284369.500000
1714,219975.531250
1715,217682.250000
1716,184041.046875
1717,181882.625000
1718,133461.390625
1719,206414.046875
1720,245965.546875
1721,158798.578125
1722,119655.796875
1723,154186.203125
1724,213013.265625
1725,233175.734375
1726,192931.640625
1727,153043.484375
1728,175836.500000
1729,174227.171875
1730,145790.015625
1731,118803.023438
1732,134806.421875
1733,111045.992188
1734,119062.257812
1735,135414.125000
1736,119342.929688
1737,466002.968750
1738,264378.968750
1739,250522.328125
1740,225051.359375
1741,186343.015625
1742,178753.421875
1743,175562.671875
1744,431759.687500
1745,209899.109375
1746,179879.671875
1747,202947.546875
1748,220705.953125
1749,153906.296875
1750,117705.539062
1751,234414.046875
1752,117574.984375
1753,143765.937500
1754,188700.046875
1755,170554.578125
1756,138624.312500
1757,119180.007812
1758,152620.031250
1759,157291.421875
1760,168889.390625
1761,145693.703125
1762,191295.765625
1763,166637.515625
1764,120544.320312
1765,154267.734375
1766,190041.734375
1767,220588.296875
1768,141259.500000
1769,162911.265625
1770,153790.765625
1771,104577.382812
1772,128615.140625
1773,135509.718750
1774,130927.851562
1775,143796.953125
1776,134817.828125
1777,109639.710938
1778,136040.187500
1779,130063.351562
1780,168247.546875
1781,121563.289062
1782,94212.390625
1783,151811.390625
1784,112004.726562
1785,121311.101562
1786,169892.375000
1787,158718.531250
1788,79522.585938
1789,97027.804688
1790,68453.976562
1791,186301.171875
1792,160743.859375
1793,136412.890625
1794,153052.062500
1795,132593.953125
1796,126224.132812
1797,116775.343750
1798,118652.117188
1799,122100.609375
1800,146291.953125
1801,124764.414062
1802,131577.296875
1803,151873.093750
1804,145130.921875
1805,137164.265625
1806,127436.171875
1807,139278.390625
1808,114966.070312
1809,130689.203125
1810,141264.312500
1811,102161.906250
1812,105674.109375
1813,131296.531250
1814,102433.625000
1815,54569.566406
1816,98688.289062
1817,103658.992188
1818,149196.421875
1819,129715.898438
1820,53557.511719
1821,113872.609375
1822,158874.265625
1823,37089.449219
1824,146578.046875
1825,137799.046875
1826,106098.867188
1827,101515.398438
1828,130222.468750
1829,126745.132812
1830,166821.234375
1831,164163.140625
1832,46392.890625
1833,156647.765625
1834,112871.453125
1835,130093.671875
1836,145344.421875
1837,80799.085938
1838,133969.531250
1839,116561.820312
1840,171768.500000
1841,137352.953125
1842,89670.617188
1843,130415.343750
1844,144316.062500
1845,158261.859375
1846,146142.421875
1847,171739.656250
1848,53874.242188
1849,96747.554688
1850,114718.445312
1851,167398.437500
1852,120875.046875
1853,130729.203125
1854,159388.375000
1855,159518.218750
1856,243428.796875
1857,154216.671875
1858,136763.640625
1859,113604.039062
1860,157807.093750
1861,112496.992188
1862,271718.750000
1863,303276.062500
1864,264551.406250
1865,439364.281250
1866,325747.937500
1867,221126.062500
1868,278028.750000
1869,197966.265625
1870,229372.640625
1871,250557.671875
1872,168806.703125
1873,243531.328125
1874,147884.812500
1875,187092.078125
1876,199127.937500
1877,205542.515625
1878,226028.968750
1879,133333.265625
1880,138552.234375
1881,249417.578125
1882,235269.109375
1883,183652.296875
1884,199747.453125
1885,205892.546875
1886,259491.093750
1887,222334.140625
1888,255273.406250
1889,176495.453125
1890,118821.351562
1891,126283.375000
1892,91591.023438
1893,130876.789062
1894,142480.515625
1895,144294.031250
1896,130560.250000
1897,110310.125000
1898,109131.523438
1899,205526.265625
1900,153440.953125
1901,177490.578125
1902,158769.937500
1903,222812.875000
1904,137827.046875
1905,199233.390625
1906,150171.828125
1907,200323.781250
1908,115320.023438
1909,134395.609375
1910,124177.382812
1911,221810.156250
1912,323119.906250
1913,152308.046875
1914,48171.367188
1915,488400.937500
1916,48616.960938
1917,223864.656250
1918,142441.671875
1919,162001.609375
1920,153077.031250
1921,375794.781250
1922,348922.843750
1923,230463.906250
1924,214997.843750
1925,204489.078125
1926,397385.343750
1927,134504.687500
1928,162511.203125
1929,123472.054688
1930,134272.453125
1931,138664.796875
1932,138009.203125
1933,221562.890625
1934,176098.421875
1935,174674.484375
1936,189218.484375
1937,176079.484375
1938,169979.390625
1939,240289.453125
1940,185710.046875
1941,166645.000000
1942,169604.671875
1943,219703.484375
1944,371787.218750
1945,452011.281250
1946,129817.320312
1947,250937.359375
1948,172773.109375
1949,229668.984375
1950,185425.203125
1951,244398.546875
1952,202734.015625
1953,180078.046875
1954,183929.265625
1955,133177.703125
1956,314036.906250
1957,147304.671875
1958,253955.953125
1959,148561.046875
1960,113811.992188
1961,131580.750000
1962,98719.976562
1963,107935.789062
1964,109748.375000
1965,141135.609375
1966,134640.031250
1967,320961.843750
1968,464705.718750
1969,395244.781250
1970,409593.531250
1971,426623.093750
1972,357256.875000
1973,256859.375000
1974,346960.781250
1975,626855.687500
1976,282682.843750
1977,363091.718750
1978,363415.343750
1979,335769.156250
1980,202898.734375
1981,326322.406250
1982,226057.234375
1983,207294.546875
1984,166204.609375
1985,228532.921875
1986,202401.796875
1987,167239.906250
1988,181080.265625
1989,183025.203125
1990,204609.656250
1991,228183.875000
1992,208342.781250
1993,173293.937500
1994,216466.687500
1995,177335.078125
1996,257386.453125
1997,281965.531250
1998,310125.187500
1999,297424.843750
2000,326574.281250
2001,281316.093750
2002,254389.718750
2003,264307.843750
2004,271600.156250
2005,214489.468750
2006,228272.515625
2007,251346.125000
2008,212973.171875
2009,189140.531250
2010,187986.609375
2011,138140.453125
2012,178640.453125
2013,184018.625000
2014,186735.921875
2015,206545.312500
2016,196982.921875
2017,192382.484375
2018,115335.289062
2019,142070.343750
2020,100144.367188
2021,108417.203125
2022,196358.171875
2023,138291.468750
2024,264259.875000
2025,374033.187500
2026,181942.640625
2027,166144.046875
2028,150362.906250
2029,167453.796875
2030,283263.906250
2031,215993.109375
2032,254530.593750
2033,236645.328125
2034,170739.578125
2035,227508.859375
2036,203909.046875
2037,219089.218750
2038,303988.218750
2039,219404.765625
2040,314984.281250
2041,342560.281250
2042,207433.625000
2043,176785.375000
2044,171526.421875
2045,208560.359375
2046,159495.140625
2047,143507.203125
2048,144763.140625
2049,122382.476562
2050,169903.171875
2051,104366.414062
2052,123765.734375
2053,146840.515625
2054,95280.570312
2055,175243.718750
2056,152117.015625
2057,110920.585938
2058,205816.140625
2059,138730.046875
2060,170334.250000
2061,158974.765625
2062,128758.773438
2063,120161.554688
2064,140927.546875
2065,104544.171875
2066,154964.328125
2067,118082.820312
2068,137398.578125
2069,82613.398438
2070,111792.843750
2071,104288.539062
2072,145158.796875
2073,131730.890625
2074,172916.109375
2075,146916.546875
2076,120167.343750
2077,164872.062500
2078,124729.539062
2079,129846.273438
2080,119957.054688
2081,127273.281250
2082,119659.171875
2083,141384.015625
2084,112079.593750
2085,126623.351562
2086,117603.898438
2087,114423.601562
2088,93719.195312
2089,89127.445312
2090,121923.617188
2091,107805.226562
2092,127040.984375
2093,132446.359375
2094,106441.554688
2095,138209.671875
2096,93988.460938
2097,102447.312500
2098,142972.093750
2099,43473.257812
2100,73307.414062
2101,125181.562500
2102,121080.289062
2103,104372.031250
2104,127736.960938
2105,134633.734375
2106,59097.277344
2107,180952.234375
2108,117980.039062
2109,109999.210938
2110,113083.125000
2111,122846.710938
2112,147628.453125
2113,117024.132812
2114,110197.476562
2115,167517.312500
2116,116703.679688
2117,141970.015625
2118,120347.523438
2119,111217.460938
2120,109169.851562
2121,83101.898438
2122,124675.273438
2123,83152.062500
2124,187747.140625
2125,119429.835938
2126,151537.515625
2127,187462.843750
2128,120384.257812
2129,70573.859375
2130,143616.015625
2131,154062.296875
2132,113951.937500
2133,130741.617188
2134,131378.968750
2135,79327.742188
2136,91063.445312
2137,100382.195312
2138,122567.867188
2139,143421.937500
2140,138778.328125
2141,150825.484375
2142,133684.609375
2143,150108.734375
2144,126271.351562
2145,138922.328125
2146,186865.984375
2147,129700.007812
2148,130872.992188
2149,141290.625000
2150,228603.765625
2151,124292.406250
2152,147691.312500
2153,196027.828125
2154,108059.648438
2155,138411.656250
2156,250073.781250
2157,221183.734375
2158,244626.968750
2159,210062.828125
2160,177917.421875
2161,224073.625000
2162,387800.468750
2163,320180.125000
2164,230813.671875
2165,193114.687500
2166,154652.296875
2167,215465.796875
2168,202457.203125
2169,198140.921875
2170,221702.578125
2171,163782.171875
2172,133838.187500
2173,205475.843750
2174,224830.250000
2175,302782.750000
2176,303718.156250
2177,239644.593750
2178,206295.140625
2179,141633.375000
2180,209134.421875
2181,193938.109375
2182,216181.140625
2183,187457.781250
2184,114662.031250
2185,121671.367188
2186,141266.984375
2187,155211.468750
2188,161229.078125
2189,294229.562500
2190,80832.820312
2191,69853.976562
2192,86061.414062
2193,100172.054688
2194,99594.437500
2195,97132.390625
2196,123307.460938
2197,124610.867188
2198,148991.828125
2199,179702.171875
2200,143307.421875
2201,138705.484375
2202,228959.796875
2203,143333.218750
2204,211087.921875
2205,116950.992188
2206,157478.765625
2207,217865.312500
2208,282204.343750
2209,272431.687500
2210,122922.289062
2211,119196.093750
2212,133696.031250
2213,105900.773438
2214,136767.531250
2215,110695.257812
2216,156937.140625
2217,55621.207031
2218,62975.214844
2219,58629.882812
2220,51659.113281
2221,455855.843750
2222,313377.500000
2223,284101.843750
2224,200644.703125
2225,125266.414062
2226,181250.171875
2227,188990.968750
2228,286407.093750
2229,244090.453125
2230,158828.250000
2231,202974.484375
2232,184465.578125
2233,181993.171875
2234,239936.562500
2235,207931.203125
2236,245390.359375
2237,294828.906250
2238,204838.953125
2239,104451.203125
2240,147927.625000
2241,152870.515625
2242,114196.304688
2243,122064.273438
2244,100784.757812
2245,93850.187500
2246,132593.109375
2247,118837.242188
2248,127103.304688
2249,115607.695312
2250,137382.859375
2251,117920.601562
2252,180766.453125
2253,158367.578125
2254,172496.609375
2255,179420.593750
2256,169377.765625
2257,211495.078125
2258,160150.640625
2259,175992.281250
2260,154310.109375
2261,183208.312500
2262,236001.625000
2263,399660.312500
2264,418413.468750
2265,153437.234375
2266,339764.156250
2267,362421.906250
2268,503568.781250
2269,146603.625000
2270,190029.703125
2271,219525.734375
2272,191729.265625
2273,165751.640625
2274,197497.875000
2275,161486.453125
2276,186892.687500
2277,173913.093750
2278,151325.703125
2279,144758.109375
2280,112300.156250
2281,161684.484375
2282,175708.234375
2283,111170.523438
2284,112223.078125
2285,135702.296875
2286,130583.117188
2287,346183.562500
2288,285759.531250
2289,365971.968750
2290,495206.531250
2291,409541.968750
2292,452979.125000
2293,516549.343750
2294,411591.250000
2295,552607.437500
2296,262923.312500
2297,382486.968750
2298,369353.968750
2299,346954.125000
2300,319518.781250
2301,362206.156250
2302,263707.937500
2303,246484.984375
2304,239729.875000
2305,194249.046875
2306,191973.765625
2307,196287.640625
2308,220898.015625
2309,288670.062500
2310,209808.078125
2311,202402.593750
2312,174639.953125
2313,172820.234375
2314,173612.015625
2315,175682.218750
2316,187954.140625
2317,188155.531250
2318,168064.421875
2319,172285.390625
2320,179861.968750
2321,232691.843750
2322,176361.203125
2323,180041.671875
2324,195624.156250
2325,199996.203125
2326,184639.671875
2327,206062.468750
2328,220312.406250
2329,191515.984375
2330,182177.921875
2331,328638.468750
2332,419788.875000
2333,334510.906250
2334,274377.781250
2335,268604.406250
2336,310137.531250
2337,205704.171875
2338,237651.140625
2339,208686.234375
2340,388724.093750
2341,202665.015625
2342,235350.625000
2343,234679.046875
2344,225232.828125
2345,221720.328125
2346,209232.828125
2347,209784.406250
2348,241193.406250
2349,172378.984375
2350,290950.156250
2351,258631.687500
2352,252167.421875
2353,256957.171875
2354,138966.015625
2355,159329.578125
2356,151918.140625
2357,187416.984375
2358,197659.484375
2359,145253.828125
2360,121726.664062
2361,146578.265625
2362,235703.125000
2363,151909.484375
2364,154650.203125
2365,207886.703125
2366,182717.484375
2367,210398.171875
2368,221475.984375
2369,191512.484375
2370,171916.390625
2371,178873.015625
2372,206100.859375
2373,270472.281250
2374,302360.031250
2375,227588.984375
2376,293613.156250
2377,361737.468750
2378,163431.078125
2379,223983.140625
2380,143634.890625
2381,170740.781250
2382,211011.703125
2383,202662.453125
2384,247041.375000
2385,161943.640625
2386,140909.875000
2387,135429.828125
2388,107275.242188
2389,118311.312500
2390,150462.187500
2391,141209.125000
2392,115816.804688
2393,169889.578125
2394,145294.125000
2395,201081.109375
2396,146427.703125
2397,205188.937500
2398,134146.140625
2399,60531.429688
2400,71915.570312
2401,131773.171875
2402,133331.781250
2403,139024.359375
2404,154719.203125
2405,157885.343750
2406,146172.015625
2407,121096.054688
2408,146464.265625
2409,117934.179688
2410,172606.531250
2411,117080.664062
2412,153535.515625
2413,126923.132812
2414,153523.015625
2415,130558.671875
2416,123700.117188
2417,141819.390625
2418,141603.203125
2419,132716.828125
2420,127442.984375
2421,171593.765625
2422,111446.867188
2423,114776.148438
2424,149323.437500
2425,224166.156250
2426,130750.070312
2427,120531.945312
2428,149702.796875
2429,115148.023438
2430,133076.578125
2431,126085.031250
2432,146065.812500
2433,149550.687500
2434,139417.234375
2435,152749.078125
2436,114429.828125
2437,120115.460938
2438,128832.335938
2439,99288.460938
2440,128186.750000
2441,89645.054688
2442,102173.000000
2443,130802.578125
2444,121127.046875
2445,93393.289062
2446,133541.703125
2447,177657.843750
2448,120286.328125
2449,120097.734375
2450,148793.390625
2451,110719.039062
2452,235501.156250
2453,91070.335938
2454,113114.164062
2455,102917.562500
2456,146301.328125
2457,152704.640625
2458,141104.859375
2459,118515.773438
2460,146602.734375
2461,127599.914062
2462,129662.773438
2463,130146.617188
2464,175987.640625
2465,122786.242188
2466,128354.960938
2467,118529.679688
2468,91072.218750
2469,75387.085938
2470,212220.156250
2471,236138.171875
2472,162324.156250
2473,118503.945312
2474,77905.625000
2475,188330.968750
2476,117252.820312
2477,122112.968750
2478,149056.921875
2479,108031.585938
2480,149784.500000
2481,131650.078125
2482,119852.789062
2483,117985.171875
2484,120320.914062
2485,132637.343750
2486,141851.843750
2487,193202.500000
2488,168598.437500
2489,165634.328125
2490,143869.640625
2491,93931.742188
2492,190543.796875
2493,152489.625000
2494,139184.406250
2495,92439.789062
2496,249265.390625
2497,158447.093750
2498,114925.039062
2499,87383.742188
2500,134797.906250
2501,134135.359375
2502,140623.546875
2503,92053.164062
2504,192199.609375
2505,260699.171875
2506,248522.890625
2507,324051.468750
2508,249833.609375
2509,216196.609375
2510,212835.046875
2511,175629.296875
2512,205620.078125
2513,213197.171875
2514,343149.218750
2515,157140.234375
2516,179853.171875
2517,148738.515625
2518,148553.125000
2519,240967.140625
2520,212753.406250
2521,187082.640625
2522,224070.359375
2523,123487.507812
2524,141398.093750
2525,148137.015625
2526,153310.359375
2527,128931.148438
2528,126479.132812
2529,146433.015625
2530,143149.328125
2531,265341.468750
2532,225455.859375
2533,200616.015625
2534,232700.234375
2535,284600.750000
2536,218111.453125
2537,251421.187500
2538,174720.671875
2539,182338.390625
2540,173892.609375
2541,176486.593750
2542,169902.406250
2543,120772.828125
2544,109171.984375
2545,129066.859375
2546,122950.945312
2547,137842.718750
2548,147020.062500
2549,166833.984375
2550,497349.593750
2551,140276.937500
2552,124987.250000
2553,75999.632812
2554,94493.859375
2555,119753.687500
2556,100581.039062
2557,99350.421875
2558,122496.039062
2559,139890.359375
2560,158449.640625
2561,149703.546875
2562,154268.734375
2563,151846.843750
2564,223814.453125
2565,149637.109375
2566,201021.234375
2567,133858.015625
2568,230714.062500
2569,203676.453125
2570,117594.937500
2571,202174.703125
2572,128804.382812
2573,206366.828125
2574,305001.031250
2575,145750.015625
2576,126537.039062
2577,153087.328125
2578,69949.312500
2579,48838.902344
2580,98436.804688
2581,117541.617188
2582,114406.609375
2583,370209.781250
2584,150941.687500
2585,204535.046875
2586,207819.640625
2587,193682.546875
2588,164031.906250
2589,147753.859375
2590,197652.187500
2591,223968.234375
2592,206097.703125
2593,237476.359375
2594,191860.484375
2595,205366.421875
2596,280224.906250
2597,193425.953125
2598,280408.843750
2599,400201.218750
2600,149289.406250
2601,146464.921875
2602,82881.117188
2603,93720.851562
2604,87400.398438
2605,85959.945312
2606,150153.234375
2607,238948.453125
2608,186648.421875
2609,171243.265625
2610,107424.210938
2611,141395.234375
2612,154614.203125
2613,133629.500000
2614,132454.515625
2615,157107.328125
2616,125084.632812
2617,189184.250000
2618,172573.140625
2619,197081.562500
2620,185078.453125
2621,170404.890625
2622,175020.437500
2623,232884.890625
2624,321893.531250
2625,291157.906250
2626,181705.796875
2627,160444.531250
2628,731502.437500
2629,601876.812500
2630,478005.406250
2631,518566.937500
2632,484354.343750
2633,332487.656250
2634,421467.531250
2635,155431.578125
2636,178696.828125
2637,174172.078125
2638,267294.906250
2639,184035.140625
2640,147363.859375
2641,118995.335938
2642,180576.484375
2643,96712.023438
2644,123436.164062
2645,110471.632812
2646,95690.867188
2647,107926.632812
2648,144984.453125
2649,157809.906250
2650,130611.734375
2651,145611.859375
2652,412643.437500
2653,248691.906250
2654,263377.687500
2655,438083.968750
2656,347669.875000
2657,371941.406250
2658,329898.093750
2659,355549.750000
2660,398783.062500
2661,405087.781250
2662,372168.500000
2663,276132.562500
2664,271744.718750
2665,395572.625000
2666,262282.750000
2667,167260.109375
2668,173638.656250
2669,177344.156250
2670,288634.656250
2671,182824.328125
2672,200915.531250
2673,200936.234375
2674,204769.671875
2675,166234.031250
2676,182678.671875
2677,190054.875000
2678,231084.828125
2679,289363.093750
2680,304333.406250
2681,400287.593750
2682,295456.812500
2683,702001.437500
2684,343178.593750
2685,354131.375000
2686,241020.968750
2687,317547.406250
2688,208565.578125
2689,222397.218750
2690,378930.218750
2691,200717.625000
2692,138751.484375
2693,198516.578125
2694,133547.046875
2695,195246.734375
2696,179995.828125
2697,184075.546875
2698,194665.546875
2699,183727.390625
2700,157436.859375
2701,155992.875000
2702,118463.226562
2703,120695.218750
2704,140570.546875
2705,113492.187500
2706,120633.703125
2707,126882.421875
2708,132882.296875
2709,103113.445312
2710,121549.609375
2711,279639.531250
2712,398236.875000
2713,167866.703125
2714,153949.703125
2715,172552.843750
2716,165602.984375
2717,210291.390625
2718,216857.296875
2719,152435.750000
2720,177968.203125
2721,133812.890625
2722,160947.312500
2723,147440.015625
2724,127600.632812
2725,132902.484375
2726,150414.812500
2727,169786.234375
2728,182352.078125
2729,153212.281250
2730,142814.765625
2731,130907.359375
2732,135828.312500
2733,158504.265625
2734,140658.453125
2735,134088.593750
2736,158238.109375
2737,121989.757812
2738,139921.578125
2739,153590.328125
2740,140445.640625
2741,147550.000000
2742,155181.140625
2743,154787.656250
2744,163915.859375
2745,135469.781250
2746,141719.296875
2747,142542.265625
2748,125955.835938
2749,133582.421875
2750,120517.046875
2751,131643.609375
2752,190469.078125
2753,157088.203125
2754,227935.078125
2755,154284.515625
2756,108457.351562
2757,79227.882812
2758,92602.976562
2759,181029.234375
2760,136133.171875
2761,142926.359375
2762,136596.515625
2763,188811.171875
2764,145087.828125
2765,259258.859375
2766,129670.757812
2767,102642.406250
2768,115984.210938
2769,133666.281250
2770,134554.968750
2771,108217.265625
2772,110193.367188
2773,220573.750000
2774,147659.234375
2775,107972.640625
2776,135738.625000
2777,147740.046875
2778,110304.281250
2779,114087.976562
2780,91052.554688
2781,91254.242188
2782,107333.320312
2783,96286.132812
2784,118560.023438
2785,140839.765625
2786,73021.710938
2787,120795.335938
2788,79579.601562
2789,187162.578125
2790,103779.007812
2791,110026.695312
2792,60264.324219
2793,129792.421875
2794,97509.781250
2795,122994.867188
2796,92289.242188
2797,205586.625000
2798,102862.867188
2799,106242.765625
2800,60271.238281
2801,89433.804688
2802,125363.031250
2803,167772.406250
2804,127758.109375
2805,99594.945312
2806,88015.109375
2807,170059.703125
2808,155284.859375
2809,131705.421875
2810,142766.812500
2811,171738.437500
2812,169928.500000
2813,163050.265625
2814,154243.703125
2815,108127.648438
2816,214861.359375
2817,156674.109375
2818,129409.039062
2819,170228.328125
2820,140526.656250
2821,101745.242188
2822,176573.203125
2823,351762.218750
2824,189437.765625
2825,149814.750000
2826,131593.093750
2827,129536.273438
2828,212086.125000
2829,226369.328125
2830,213116.515625
2831,168772.718750
2832,238078.171875
2833,366654.250000
2834,225663.187500
2835,226474.281250
2836,181134.421875
2837,149257.390625
2838,149666.828125
2839,183248.453125
2840,204207.796875
2841,203654.968750
2842,229204.750000
2843,158581.328125
2844,185598.265625
2845,128748.335938
2846,202200.609375
2847,202395.453125
2848,195305.515625
2849,200728.265625
2850,280266.218750
2851,199948.734375
2852,225738.921875
2853,248261.781250
2854,144070.531250
2855,204550.093750
2856,192024.656250
2857,183358.640625
2858,190772.140625
2859,130621.171875
2860,127308.789062
2861,140888.500000
2862,179630.906250
2863,124106.148438
2864,236221.671875
2865,141226.265625
2866,136664.937500
2867,128594.710938
2868,93523.695312
2869,112178.679688
2870,124629.929688
2871,76273.070312
2872,53190.996094
2873,106447.007812
2874,134682.109375
2875,127952.062500
2876,165667.671875
2877,160873.140625
2878,185369.921875
2879,138247.921875
2880,114790.414062
2881,155151.906250
2882,188119.734375
2883,210840.031250
2884,179317.828125
2885,190669.765625
2886,245695.796875
2887,107589.164062
2888,143095.328125
2889,65574.367188
2890,83553.289062
2891,143224.625000
2892,23613.810547
2893,73063.132812
2894,40344.453125
2895,402541.000000
2896,291846.156250
2897,207905.437500
2898,139577.500000
2899,197327.359375
2900,161902.078125
2901,213284.593750
2902,178645.015625
2903,308595.656250
2904,355164.718750
2905,70769.351562
2906,226144.562500
2907,108269.937500
2908,159482.171875
2909,140652.015625
2910,70033.351562
2911,83481.226562
2912,156211.015625
2913,83588.226562
2914,72385.617188
2915,79377.914062
2916,81536.226562
2917,173709.390625
2918,116519.546875
2919,206912.453125
